timestamp,Actual rating,Latency,Packet Drops,Errors,Idle jitter,Uptime,CPU,user,fakes,total,Credibility Rating,credibility,normalised rating,Reputation Score
2023-07-19 17:28:05+03:00,5,4.944390821950572,5.0,4.922861909805004,4.834408435263933,1.0000675765789275,4.818847138829991,0x829e2DE8f01933693252c98A3eDa9fBe74d5F2fB,0,39,100,98,100,99

2023-07-19 17:28:06+03:00,5,4.944390821950572,5.0,4.922861909805004,4.834408435263933,1.0000675765789275,4.818847138829991,0xB88BDD4d726E523fD4E1eeCE7a0A83f8143D8769,0,37,100,98,100,99

2023-07-19 17:29:00+03:00,2,4.941838447750506,5.0,4.925925122009964,4.838399263200865,1.0000675738759184,4.814134984827838,0x1b7B437ed3905d53394c1ec539DC7B9a846095fB,17,33,49,53,40,99

2023-07-19 17:29:00+03:00,5,4.941838447750506,5.0,4.925925122009964,4.838399263200865,1.0000675738759184,4.814134984827838,0xfe09bb45FfB1232E2A1CAC0C5767A6Ce316f474e,13,33,100,91,100,99

2023-07-19 17:29:01+03:00,2,4.941838447750506,5.0,4.925925122009964,4.838399263200865,1.0000675738759184,4.814134984827838,0xC876A442f2853d7C8af5B50f78f6daa99B12F5CD,16,37,57,81,40,99

2023-07-19 17:29:02+03:00,5,4.941838447750506,5.0,4.925925122009964,4.838399263200865,1.0000675738759184,4.814134984827838,0xC1683E71404223440439DbB12Da97147c65E59A7,22,41,100,87,100,99

2023-07-19 17:29:03+03:00,5,4.941838447750506,5.0,4.925925122009964,4.838399263200865,1.0000675738759184,4.814134984827838,0x412967a16806e37de0a721EbC2781BD4704505a9,18,41,100,93,100,99

2023-07-19 17:29:03+03:00,2,4.941838447750506,5.0,4.925925122009964,4.838399263200865,1.0000675738759184,4.814134984827838,0x37Ba95f652008C68d7A6770CB9649BFB81CD4e6a,19,41,54,63,40,99

2023-07-19 17:29:04+03:00,5,4.941838447750506,5.0,4.925925122009964,4.838399263200865,1.0000675738759184,4.814134984827838,0xC057e7f9b4D9a2CB80710C3aC558084d9F6a7342,0,41,100,98,100,99

2023-07-19 17:29:05+03:00,5,4.941838447750506,5.0,4.925925122009964,4.838399263200865,1.0000675738759184,4.814134984827838,0x829e2DE8f01933693252c98A3eDa9fBe74d5F2fB,0,40,100,98,100,99

2023-07-19 17:29:05+03:00,5,4.941838447750506,5.0,4.925925122009964,4.838399263200865,1.0000675738759184,4.814134984827838,0xB88BDD4d726E523fD4E1eeCE7a0A83f8143D8769,0,38,100,98,100,99

